gene_name,p_val_adj
SRF Serum response factor (c-fos serum response element-binding transcription factor),0.011871181265701755
Profilin mRNA,0.01189767790276191
"PDGFRB Platelet-derived growth factor receptor, beta polypeptide",0.012007479880269926
LTA4H Leukotriene A4 hydrolase,0.012007479880269926
ADPRT ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase),0.012199823660021689
UBIQUITIN-LIKE PROTEIN GDX,0.012306297765064072
ALOX5 Arachidonate 5-lipoxygenase,0.01244019586623413
"PAI1 Plasminogen activator inhibitor, type I",0.012727745604153583
"MME Membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)",0.012966800887749435
SMALL NUCLEAR RIBONUCLEOPROTEIN SM D1,0.01313512540105723
SP-C1 gene (pulmonary surfactant protein SP-C) extracted from Human pulmonary surfactant protein C (SP-C) and pulmonary surfactant protein C1 (SP-C1) genes,0.01313512540105723
GAMMA-INTERFERON-INDUCIBLE PROTEIN IP-30 PRECURSOR,0.01313512540105723
"ITGAM Integrin, alpha M (complement component receptor 3, alpha; also known as CD11b (p170), macrophage antigen alpha polypeptide)",0.013156306035066921
Adenosine triphosphatase mRNA,0.01317307648688788
"ETFA Electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)",0.01317307648688788
TOP2A Topoisomerase (DNA) II alpha (170kD),0.013196795211511958
GB DEF = Erythroblastosis virus oncogene homolog 1 (ets-1) mRNA,0.013220537442604006
ETS2 V-ets avian erythroblastosis virus E26 oncogene homolog 2,0.013231990316395973
"C-jun proto oncogene (JUN), clone hCJ-1",0.013231990316395973
"CD3Z CD3Z antigen, zeta polypeptide (TiT3 complex)",0.013231990316395973
"FCGR3 Fc fragment of IgG, low affinity IIIa, receptor for (CD16)",0.013231990316395973
RPS3 Ribosomal protein S3,0.013385061332760299
PGAM1 Phosphoglycerate mutase 1 (brain),0.013385061332760299
CYC1 Cytochrome c-1,0.013385061332760299
LGALS1 Ubiquinol-cytochrome c reductase core protein II,0.013385061332760299
GYS1 Glycogen synthase 1 (muscle),0.013385061332760299
ANX7 Annexin VII (synexin),0.013442935324051875
BGN Biglycan,0.013478731903291616
PEPD Peptidase D,0.013561612651421424
G22P1 Thyroid autoantigen 70kD (Ku antigen),0.013624055911836056
SNRPN Small nuclear ribonucleoprotein polypeptide N,0.013769671242583836
ALCOHOL DEHYDROGENASE,0.014142175098020003
Cytosolic adenylate kinase (AK1) gene,0.014142175098020003
Cytochrome c oxidase subunit VIII (COX8) mRNA,0.014142175098020003
Alkaline phosphatase,0.014200788327366022
LGALS1 Ubiquinol-cytochrome c reductase core protein II,0.014200788327366022
CATHEPSIN G PRECURSOR,0.014730427874629973
ASPARTYL-TRNA SYNTHETASE,0.014746571291175108
"SPTAN1 Spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)",0.014746571291175108
DPEP1 Dipeptidase 1 (renal),0.014746571291175108
IMPDH1 IMP (inosine monophosphate) dehydrogenase 1,0.014873704876915013
"SPTB Spectrin, beta, erythrocytic (includes sperocytosis, clinical type I)",0.015132816055021097
"GB DEF = Proliferating cell nuclear antigen (PCNA) gene, promoter region",0.015132816055021097
"PI Protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin",0.015350666520945055
NPY Neuropeptide Y,0.015370135661014528
TCRB gene extracted from Human T-cell receptor germline beta-chain J-beta-1 gene cluster: J-beta-1-1 and J-beta-1-2 genes; and D-beta-1-1 gene,0.015547885750976324
NP Nucleoside phosphorylase,0.01562954197846948
(HepG2) glucose transporter gene mRNA,0.01568592490630972
"C1QB Complement component 1, q subcomponent, beta polypeptide",0.01586445653371015
"Alpha-tubulin isotype H2-alpha gene, last exon",0.016073245208144134
GPI Glucose phosphate isomerase,0.016087525858375307
LOW-DENSITY LIPOPROTEIN RECEPTOR PRECURSOR,0.016098717521309504
"FNTB Farnesyltransferase, CAAX box, beta",0.016098717521309504
PRKCQ Protein kinase C-theta,0.016098717521309504
CLC Charot-Leyden crystal protein,0.016148250425385535
"62 kDa paraneoplastic antigen mRNA, 3' end",0.016353915001032362
CRYM Crystallin Mu,0.0163988545951195
M4 protein mRNA,0.0163988545951195
"(clone CC6) NADH-ubiquinone oxidoreductase subunit mRNA, 3' end cds",0.016399823718564452
KINESIN LIGHT CHAIN,0.016879415255661327
NEURON-SPECIFIC X11 PROTEIN,0.016879415255661327
Protein tyrosine kinase related mRNA sequence,0.016879415255661327
CD44 gene (cell surface glycoprotein CD44) extracted from Human hyaluronate receptor (CD44) gene,0.01711333667696587
Autoantigen mRNA,0.01711333667696587
HTN1 Histatin 1,0.017213946942512687
"EPHX2 Epoxide hydrolase 2, cytoplasmic",0.017438383728161207
VDAC1 Voltage-dependent anion channel 1,0.017517420639553704
P5-1 mRNA,0.01781736029241431
PLOD Lysyl hydroxylase,0.01786106763849349
Transcription factor mRNA,0.01788438973085999
CARS Cysteinyl-tRNA synthetase,0.017890038573442114
Calcium/calmodulin-dependent protein kinase (CAMK) isoform B mRNA sequence,0.01805911731929983
"RECA Replication protein A (E coli RecA homolog, RAD51 homolog)",0.018355726427923248
ACY1 Aminoacylase 1,0.018404453821100456
"RPS6KA2 Ribosomal protein S6 kinase, 90kD, polypeptide 2",0.018408012975711298
INTERFERON GAMMA UP-REGULATED I-5111 PROTEIN PRECURSOR,0.018408012975711298
IEF SSP 9502 mRNA,0.01862540670758458
CES2 Carboxylestease 2 (liver),0.01862540670758458
"GBE1 Glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)",0.01873084130904574
DNAJ PROTEIN HOMOLOG 2,0.018767986031583285
Cytokine receptor (EBI3) mRNA,0.01882724265650433
INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL1,0.01899196756767595
(chromosome 3p25) membrane protein mRNA,0.01899196756767595
INTESTINAL MEMBRANE A4 PROTEIN,0.01899196756767595
C2 Complement component C2,0.01899196756767595
CANX Calnexin,0.01928677937746578
"MXS1 Membrane component, X chromosome, surface marker 1",0.01929579347742472
(clone CTG-B43a) mRNA sequence,0.019343969024241407
PRE-MRNA SPLICING FACTOR SRP20,0.01941369526706854
Splicing factor (CC1.3) mRNA,0.019488231369356318
"Homeobox protein (HOX) gene, 3' end",0.0198883128697363
DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,0.0198883128697363
DUAL SPECIFICITY PROTEIN PHOSPHATASE PAC-1,0.020143332944457894
Protocadherin 42 mRNA for abbreviated PC42,0.02044528746806408
Protocadherin 43 mRNA for abbreviated PC43,0.020587485267960497
Tetracycline transporter-like protein mRNA,0.020629972783069907
RSU-1/RSP-1 mRNA,0.020858055286345805
HNF-3/fork-head homolog-3 HFH-3 mRNA,0.02087456771127233
Mac-2 binding protein mRNA,0.02087456771127233
REGULATOR OF G-PROTEIN SIGNALLING 2,0.02087456771127233
Chromosome 3p21.1 gene sequence,0.02087456771127233
"Guanylate cyclase mRNA, complete mature peptide",0.021181222903669254
BMI1 Murine leukemia viral (bmi-1) oncogene homolog,0.02141266981557082
Activated p21cdc42Hs kinase (ack) mRNA,0.021436379603384906
"Dihydrolipoamide dehydrogenase gene, exon 14",0.02147697669536136
"GB DEF = Liver expressed protein gene, 3' end",0.021545455939084003
LKP DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9 (RNA helicase A),0.021735257456269964
"UBE1L Ubiquitin-activating enzyme E1, like",0.02203418228597476
FBN1 Fibrillin 1 (Marfan syndrome),0.022465335483200444
"SIAT4A Sialyltransferase 4A (beta-galactosidase alpha-2,3-sialytransferase)",0.022486968536984984
PRE-MRNA SPLICING FACTOR SRP75,0.022556321569049135
PERIPHERIN,0.022672097422731737
IGHMBP2 DNA-binding protein (SMBP2),0.022672097422731737
TJP1 Tight junction protein 1 (zona occludens 1),0.02290463784532118
VON HIPPEL-LINDAU DISEASE TUMOR SUPPRESSOR,0.022959707168789145
"BF B-factor, properdin",0.022961374785740354
ETS-RELATED PROTEIN PE-1,0.023024861279611807
UQCRC1 Ubiquinol-cytochrome c reductase core protein I,0.023105756952986268
GPRK6 G protein-coupled receptor kinase 6,0.023148050384088147
Zinc finger protein mRNA,0.023203979654130305
DTYMK Deoxythymidylate kinase,0.023203979654130305
High mobility group protein (HMG-I(Y)) gene exons 1-8,0.023203979654130305
"Pre-T/NK cell associated protein (3B3) mRNA, 3' end",0.023308264829669717
TRANSCRIPTION FACTOR P65,0.02333308458140905
GB DEF = Translation initiation factor eIF-2 gamma subunit mRNA,0.023359592665307242
"MAC30 mRNA, 3' end",0.023500655004147372
"59 protein mRNA, 3' end",0.02356817760486137
HRY gene,0.02356817760486137
TALDO Transaldolase,0.023586511731476707
ANX11 Annexin XI (56kD autoantigen),0.023789859933201866
Macrophage migration inhibitory factor (MIF) gene,0.02407743026068948
Dystroglycan (DAG1) mRNA,0.024128057714834297
Histone H2A.2 mRNA,0.024128057714834297
ATF3 Activating transcription factor 3,0.024298383354667875
AHR AH-receptor,0.02464977674618457
HCF1 gene related mRNA sequence,0.024796983247373953
"Transcription factor (CBFB) mRNA, 3' end",0.025004723286448566
GCGR Glucagon receptor,0.025004723286448566
S protein mRNA,0.025051065837960875
FTH1 Ferritin heavy chain,0.025141702842870508
"PDE4B Phosphodiesterase 4B, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E4)",0.025334936618154908
SLC10A1 Na/taurocholate cotransporting polypeptide,0.025653125397152622
"SDH2 Succinate dehydrogenase 2, flavoprotein (Fp) subunit",0.02589044759784006
PERIPHERAL-TYPE BENZODIAZEPINE RECEPTOR,0.02593576521424134
Guanine nucleotide regulatory protein (G13) mRNA,0.02595404092799294
ADORA1 Adenosine receptor A1,0.026283400051424242
GB DEF = Nuclear phosphoprotein mRNA,0.02629591463583687
POLA DNA polymerase alpha subunit,0.02649642276856314
Rad mRNA,0.026984757605175394
GB DEF = mRNA fragment,0.026984757605175394
(p23) mRNA,0.02699028152714351
ARH9 Aplysia ras-related homolog 9,0.027833177420879204
PROTEIN TRANSPORT PROTEIN SEC61 BETA SUBUNIT,0.027845100004032564
XE169 PROTEIN,0.027905008154203857
TBP-associated factor TAFII80 mRNA,0.028140487953228634
INTEGRIN ALPHA-E PRECURSOR,0.028167149864493656
Protein tyrosine phosphatase (CIP2)mRNA,0.028772658739427456
RPL3 Ribosomal protein L3,0.029184194317651055
"POU3F1 POU domain, class 3, transcription factor 1",0.02923904490188519
Insulin-like growth factor binding protein 5 (IGFBP5) mRNA,0.029290895023190586
CCT6 Chaperonin containing T-complex subunit 6,0.02930816686739227
Autoantigen pericentriol material 1 (PCM-1) mRNA,0.02930816686739227
CDA Cytidine deaminase,0.02954735364170633
HnRNP F protein mRNA,0.02954735364170633
"PTGER2 Prostaglandin E receptor 2 (subtype EP2), 53kD",0.02954735364170633
MANA2 Alpha mannosidase II isozyme,0.02954735364170633
SORD Sorbitol dehydrogenase,0.02968675230400406
Clk2 mRNA,0.029781348717080772
STAT3 Signal transducer and activator of transcription 3 (acute-phase response factor),0.029825830585609475
CMKBR7 Chemokine (C-C) receptor 7,0.02998539510189183
"SLC16A1 Solute carrier family 16 (monocarboxylic acid transporters), member 1",0.02998539510189183
"Effector cell protease receptor-1 (EPR-1) gene, partial cds",0.030058601219422828
Protein kinase (MLK-3) mRNA,0.03023958165671117
UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT PRECURSOR,0.03023958165671117
PKD1 Polycystic kidney disease protein 1,0.030243305590653965
"(clone FFE-7) type II inosine monophosphate dehydrogenase (IMPDH2) gene, exons 1-13",0.03078449679880896
CDH4 Cadherin 4,0.03122851519184472
Cadherin-8 mRNA,0.031350080987472315
"RNA polymerase II elongation factor SIII, p15 subunit mRNA",0.031769843274894356
PECAM1 Platelet/endothelial cell adhesion molecule (CD31 antigen),0.031769843274894356
Ribose 5-phosphate isomerase (RPI) mRNA,0.031769843274894356
Enigma gene,0.031769843274894356
ZINC FINGER PROTEIN 35,0.03193512972560602
GB DEF = Olfactory receptor-like gene,0.03212585131072266
"Ras inhibitor mRNA, 3' end",0.03231003098889208
"GB DEF = Integrin alpha 8 subunit mRNA, 3' end",0.03251828216144617
Receptor protein-tyrosine kinase (HEK8) mRNA,0.03251828216144617
Bystin mRNA,0.03269980006528616
INPPL1 Inositol polyphosphate phosphatase-like protein 1 (51C protein),0.0327931391304146
"GB DEF = Met-ase gene, exon 1",0.03317810508505649
Dynamin (DNM) mRNA,0.033407234058940034
FK-506 binding protein homologue (FKBP38) mRNA,0.03376498197625171
"CSNK1A1 Casein kinase 1, alpha 1",0.03405640360303808
"CSNK1E Casein kinase 1, epsilon",0.03405640360303808
(clone mf.18) RNA polymerase II mRNA,0.03426458215490366
Syntaxin 1A mRNA,0.034331104032525504
MITOCHONDRIAL ELONGATION FACTOR TS PRECURSOR,0.034392711171697926
MFAP4 Microfibrillar-associated protein 4,0.03439824056155787
"Estrogen receptor-related protein (hERRa1) mRNA, 3' end, partial cds",0.03454891815661642
Brain and reproductive organ-expressed protein (BRE) gene,0.034570788647884355
"Autoantigen p542 mRNA, 3' end of cds",0.034592701070360485
Thyroid receptor interactor (TRIP1) mRNA,0.034668557110771304
GT212 mRNA,0.035416678057055256
Importin beta subunit mRNA,0.03566936534422258
ITM1 Integral transmembrane protein 1,0.03566936534422258
Transcription factor SL1 mRNA,0.03577467333653184
DCTD Deoxycytidylate deaminase,0.03608275087364268
Glycogen synthase kinase 3 mRNA,0.0360835675622462
"Thyroid receptor interactor (TRIP7) mRNA, 3' end of cds",0.037319370521580034
"GB DEF = Thyroid receptor interactor (TRIP14) gene, 3' end of cds",0.037319370521580034
(clone s153) mRNA fragment,0.037319370521580034
"(clone S164) mRNA, 3' end of cds",0.037329102463291006
"(clone S20iii15) mRNA, 3' end of cds",0.03781814530098625
"Thyroid receptor interactor (TRIP3) mRNA, 3' end of cds",0.03781814530098625
IDS Iduronate 2-sulfatase (Hunter syndrome),0.03828981620913737
LGALS1 Ubiquinol-cytochrome c reductase core protein II,0.03864336838240833
Transcription factor NFATx mRNA,0.03904678339930912
"TNF receptor-1 associated protein (TRADD) mRNA, 3' end of cds",0.039218394805830434
RB1 Retinoblastoma 1 (including osteosarcoma),0.039218394805830434
"Splicing factor, arginine/serine-rich 7 (SFRS7) gene",0.039218394805830434
HIC-1 gene fragment,0.03932731093895545
"GB DEF = (clone GPCR W) G protein-linked receptor gene (GPCR) gene, 5' end of cds",0.039356063917567206
GB DEF = (clone 48ES4) mRNA fragment,0.039356063917567206
Protein phosphatase 2A B56-alpha mRNA,0.039386590560571554
"Quiescin (Q6) mRNA, partial cds",0.03956715226331788
Pyruvate dehydrogenase kinase isoenzyme 2 (PDK2) mRNA,0.03956715226331788
RLIP76 protein mRNA,0.03976768124769885
ATP1AL1 ATP-driven ion pump,0.03976768124769885
Motor protein,0.0397680968885062
Ly-9 mRNA,0.03983916737070565
"Scaffold attachment factor (SAF-B) gene, partial cds",0.03986604147125546
"TCEB3 Transcription elongation factor B (SIII), polypeptide 3 (110kD, elongin A)",0.04028625307611125
Inducible protein mRNA,0.040366945283873155
TSC2 Tuberin,0.04059973516632833
G0S3 mRNA,0.04059973516632833
FRG1 mRNA,0.04059973516632833
Guanylate kinase (GUK1) mRNA,0.0406140140300925
NMDA receptor mRNA,0.040722847943651115
(clone HSNME29) CGRP type 1 receptor mRNA,0.040972182711179084
15-HYDROXYPROSTAGLANDIN DEHYDROGENASE,0.04100451946609992
"Protein phosphatase 2A 74 kDa regulatory subunit (delta or B"" subunit)",0.0415741353887037
B56epsilon mRNA,0.04161780581086167
Phosphomevalonate kinase mRNA,0.04161780581086167
"DGS-D mRNA, 3' end",0.04161780581086167
COX17 mRNA,0.04161780581086167
Protein tyrosine phosphatase mRNA,0.0416317423474041
STAT4 Signal transducer and activator of transcription 4,0.041703164426924164
APOC2 Apolipoprotein C-II,0.041703164426924164
GRL Glucocorticoid receptor,0.041703164426924164
GB DEF = Endogenous retrovirus envelope region mRNA (PL1),0.04175248124803855
"FTL Ferritin, light polypeptide",0.04190859417713887
OXT Oxytocin,0.04198269682618515
Heat shock protein (hsp 70) gene,0.042011160642220685
Terminal transferase mRNA,0.04203659877911806
PPY Pancreatic polypeptide,0.04203659877911806
ARH6 Aplysia ras-related homolog 6,0.04211150984814148
IMMUNOGLOBULIN J CHAIN,0.042210882155342515
"TCRB T-cell receptor, beta cluster",0.04243289838544581
"ERCC1 Excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)",0.04249931669915235
N-MYC PROTO-ONCOGENE PROTEIN,0.04269010342094271
"G1P2 Interferon, alpha-inducible protein (clone IFI-15K)",0.042711698461292746
ADA Adenosine deaminase,0.042711698461292746
"GB DEF = Involucrin gene, exon 2",0.043070572833245425
RPS14 gene (ribosomal protein S14) extracted from Human ribosomal protein S14 gene,0.04315287654871662
"Mesothelial keratin K7 (type II) mRNA, 3' end",0.04325111112736842
UROD Uroporphyrinogen decarboxylase,0.043280621570024234
C1R Complement component C1r,0.04338330132344856
T-cell receptor beta-chain J1.3 gene extracted from Human T-cell receptor germline beta-chain D1.1 and J1.1 to J1.6 genes,0.04338330132344856
Diazepam binding inhibitor (DBI) mRNA,0.04338330132344856
DCN Decorin,0.04340201266570533
COAGULATION FACTOR XIII A CHAIN,0.043476464225969444
PYGL Glycogen phosphorylase L (liver form),0.04361712806188031
"GB DEF = ISG-54K gene (interferon stimulated gene) encoding a 54 kDA protein, exon 2",0.04361712806188031
"FYN FYN oncogene related to SRC, FGR, YES",0.04363224396168145
"FCER2 Fc fragment of IgE, low affinity II, receptor for (CD23A)",0.04365947037562257
"GUSB Glucuronidase, beta",0.04372829257235867
"TK1 Thymidine kinase 1, soluble",0.04389773686192169
RPL44 Ribosomal protein L44,0.04389773686192169
PCNA Proliferating cell nuclear antigen,0.04389773686192169
SNRPB2 Small nuclear ribonucleoprotein polypeptide B'',0.04434384098800294
C-yes-1 mRNA,0.04434384098800294
LYN V-yes-1 Yamaguchi sarcoma viral related oncogene homolog,0.04434384098800294
"MIC2 Antigen identified by monoclonal antibodies 12E7, F21 and O13",0.044483042631426266
MUSCARINIC ACETYLCHOLINE RECEPTOR M4,0.04456777087564601
BETA-HEXOSAMINIDASE ALPHA CHAIN PRECURSOR,0.044765516108057804
GJA1P1 gene extracted from Human Hanukah factor serine protease (HuHF) mRNA,0.044765516108057804
"ALPP Alkaline phosphatase, placental (Regan isozyme)",0.044880213474739646
"ATP5B ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",0.04543808883304443
MPO Myeloperoxidase,0.04554859140699811
78 KD GLUCOSE REGULATED PROTEIN PRECURSOR,0.04554859140699811
FGR Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog,0.045772115839066485
COX5B Cytochrome c oxidase subunit Vb,0.045772115839066485
Platelet-derived growth factor (PDGFA) A chain gene,0.045772115839066485
CLTA Clathrin light chain A,0.045772115839066485
"GLUCOSE TRANSPORTER TYPE 3, BRAIN",0.045772115839066485
APOC1 Apolipoprotein CI,0.045772115839066485
CALGRANULIN A,0.045772115839066485
SCYA5 Small inducible cytokine A5 (RANTES),0.045772115839066485
AMD1 S-adenosylmethionine decarboxylase 1,0.045772115839066485
"CYBA Cytochrome b-245, alpha polypeptide",0.0459482193354151
SNRPE Small nuclear ribonucleoprotein polypeptide E,0.046204845813646755
Neuromedin B mRNA,0.046662239431255664
"PDGFRA Platelet-derived growth factor receptor, alpha polypeptide",0.04671668221809711
